candidate_id,time_stamp,count_each_at_time
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:16:22,1782
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:16:28,1265
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:16:28,1430
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:16:28,1815
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:16:34,1288
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:16:34,1456
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:16:34,1848
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:16:40,1311
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:16:40,1482
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:16:40,1881
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:16:45,1334
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:16:45,1508
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:16:45,1914
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:16:51,1357
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:16:51,1534
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:16:51,1947
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:16:57,1380
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:16:57,1560
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:16:57,1980
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:17:02,1403
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:17:02,1586
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:17:02,2013
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:17:08,1426
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:17:08,1612
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:17:08,2046
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:17:14,1449
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:17:14,1638
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:17:14,2079
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:17:19,1472
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:17:19,1664
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:17:19,2112
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:17:25,1495
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:17:25,1690
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:17:25,2145
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:17:31,1518
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:17:31,1716
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:17:31,2178
